name,tags,time,host,unit,value
Hz,,1600885690063000000,11030,hertz,0
Hz,,1600885690551000000,11030,hertz,49.999916076660156
Hz,,1601053317896000000,11029,hertz,0
Hz,,1601053318189000000,11029,hertz,50.010826110839844
Hz,,1601201683956000000,11029,hertz,0
Hz,,1601201684259000000,11029,hertz,50.01177215576172
Hz,,1601295653721000000,11029,hertz,49.95338821411133
Hz,,1601295654724000000,11030,hertz,49.95263671875
Hz,,1601340060214000000,11030,hertz,0
Hz,,1601340060517000000,11030,hertz,50.029449462890625
Hz,,1601434566606000000,11029,hertz,0
Hz,,1601434566910000000,11029,hertz,50.00285720825195
Hz,,1601437937826000000,11030,hertz,0
Hz,,1601437938330000000,11030,hertz,49.997684478759766
Hz,,1601893002344000000,11029,hertz,0
Hz,,1601893002651000000,11029,hertz,49.98870086669922
Hz,,1602112960021000000,11029,hertz,0
Hz,,1602112960203000000,11029,hertz,50.0246467590332
Hz,,1602358877248000000,11029,hertz,0
Hz,,1602358877753000000,11029,hertz,49.969024658203125
Hz,,1602470990677000000,11029,hertz,0
Hz,,1602470990868000000,11029,hertz,50.007652282714844
Hz,,1602538948459000000,11029,hertz,0
Hz,,1602538948660000000,11029,hertz,49.99165344238281
Hz,,1602613237247000000,11029,hertz,0
Hz,,1602613238045000000,11029,hertz,50.010963439941406
Hz,,1602702445007000000,11029,hertz,0
Hz,,1602702445209000000,11029,hertz,49.99995422363281
Hz,,1603289471096000000,11029,hertz,0
Hz,,1603289471399000000,11029,hertz,49.98983383178711
Hz,,1603408790844000000,11029,hertz,0
Hz,,1603408791348000000,11029,hertz,50.00495529174805
Hz,,1603478696865000000,11030,hertz,0
Hz,,1603478697360000000,11030,hertz,50.015254974365234
Hz,,1603507503608000000,11029,hertz,0
Hz,,1603507503911000000,11029,hertz,49.995849609375
Hz,,1603518473402000000,11030,hertz,0
Hz,,1603518473707000000,11030,hertz,49.99712371826172
Hz,,1603577535751000000,11029,hertz,0
Hz,,1603577535954000000,11029,hertz,49.988983154296875
Hz,,1603622132528000000,11029,hertz,0
Hz,,1603622133035000000,11029,hertz,49.98531723022461
Hz,,1603781041793000000,11029,hertz,49.97993469238281
Hz,,1603781042603000000,11030,hertz,49.979373931884766
Hz,,1603863197954000000,11030,hertz,0
Hz,,1603863198239000000,11030,hertz,49.9786262512207
Hz,,1604121129662000000,11030,hertz,0
Hz,,1604121130167000000,11030,hertz,49.994346618652344
Hz,,1604415226950000000,11030,hertz,0
Hz,,1604415227254000000,11030,hertz,49.99046325683594
Hz,,1604759801490000000,11029,hertz,0
Hz,,1604759801803000000,11029,hertz,50.0054817199707
Hz,,1604781654750000000,11030,hertz,0
Hz,,1604781655356000000,11030,hertz,49.99703598022461
Hz,,1604840716603000000,11029,hertz,0
Hz,,1604840717109000000,11029,hertz,50.01081466674805
Hz,,1604992925127000000,11029,hertz,50.00406265258789
Hz,,1604992925638000000,11030,hertz,50.00331497192383
Hz,,1605350611875000000,11029,hertz,0
Hz,,1605350612079000000,11029,hertz,49.9980354309082
Hz,,1605496617928000000,11029,hertz,0
Hz,,1605496618323000000,11029,hertz,49.982147216796875
Hz,,1606002401538000000,11029,hertz,0
Hz,,1606002401841000000,11029,hertz,49.97957992553711
Hz,,1606025796379000000,11029,hertz,0
Hz,,1606025796885000000,11029,hertz,49.99203109741211
